290,14,312,14,312,42,290,42
386,13,420,13,420,52,386,52
973,13,998,13,998,48,973,48
897,14,924,14,924,48,897,48
1094,16,1118,16,1118,49,1094,49
1149,16,1180,16,1180,48,1149,48
17,18,34,18,34,34,17,34
736,18,757,18,757,54,736,54
1208,18,1228,18,1228,49,1208,49
38,20,60,20,60,38,38,38
93,18,116,18,116,42,93,42
177,20,196,20,196,38,177,38
260,18,286,18,286,41,260,41
422,20,453,20,453,40,422,40
454,18,478,18,478,41,454,41
156,21,170,21,170,38,156,38
338,20,365,20,365,56,338,56
366,21,385,21,385,52,366,52
480,20,504,20,504,42,480,42
558,20,582,20,582,44,558,44
118,22,133,22,133,42,118,42
202,22,225,22,225,41,202,41
320,22,336,22,336,44,320,44
506,22,537,22,537,42,506,42
537,21,558,21,558,44,537,44
926,21,953,21,953,61,926,61
953,22,973,22,973,53,953,53
65,22,90,22,90,48,65,48
146,24,157,24,157,37,146,37
602,22,628,22,628,48,602,48
584,25,601,25,601,46,584,46
648,24,680,24,680,58,648,58
712,25,734,25,734,46,712,46
782,25,808,25,808,42,782,42
865,25,894,25,894,45,865,45
628,26,646,26,646,52,628,52
684,25,705,25,705,49,684,49
1122,29,1149,29,1149,52,1122,52
1006,30,1018,30,1018,48,1006,48
1180,32,1205,25,1217,64,1192,71
1028,32,1057,32,1057,53,1028,53
1060,32,1089,32,1089,53,1060,53
596,54,614,54,614,72,596,72
16,56,40,56,40,92,16,92
558,57,582,57,582,94,558,94
133,61,157,61,157,96,133,96
1169,62,1189,62,1189,81,1169,81
1050,64,1065,64,1065,77,1050,77
41,66,65,66,65,93,41,93
66,68,85,68,85,93,66,93
108,69,132,69,132,96,108,96
158,69,184,69,184,93,158,93
184,70,197,70,197,92,184,92
197,72,216,72,216,93,197,93
273,73,301,73,301,90,273,90
681,72,705,72,705,96,681,96
88,74,101,74,101,92,88,92
306,73,340,73,340,94,306,94
362,74,388,74,388,94,362,94
452,74,477,74,477,90,452,90
530,73,554,73,554,97,530,97
622,74,652,74,652,93,622,93
652,73,677,73,677,96,652,96
390,76,421,76,421,94,390,94
588,76,616,76,616,93,588,93
344,77,360,77,360,96,344,96
792,76,818,76,818,106,792,106
712,78,729,78,729,98,712,98
732,78,758,78,758,113,732,113
760,78,792,78,792,112,760,112
820,77,858,77,858,116,820,116
917,78,940,78,940,101,917,101
889,81,917,81,917,100,889,100
946,81,961,81,961,98,946,98
962,81,989,81,989,100,962,100
989,81,1024,81,1024,101,989,101
1082,81,1098,81,1098,100,1082,100
860,81,884,81,884,110,860,110
1025,82,1045,82,1045,101,1025,101
1046,82,1073,82,1073,98,1046,98
1073,84,1084,84,1084,97,1073,97
1126,84,1162,84,1162,102,1126,102
1164,85,1192,85,1192,101,1164,101
1193,85,1216,85,1216,104,1193,104
1214,85,1226,85,1226,100,1214,100
16,109,36,109,36,142,16,142
121,121,141,121,141,142,121,142
62,122,88,122,88,141,62,141
38,124,61,124,61,142,38,142
92,124,118,124,118,141,92,141
145,125,168,125,168,142,145,142
166,125,184,125,184,137,166,137
181,125,194,125,194,141,181,141
293,125,320,125,320,142,293,142
200,126,221,126,221,142,200,142
225,126,237,126,237,142,225,142
234,126,253,126,253,144,234,144
282,126,294,126,294,141,282,141
324,126,344,126,344,144,324,144
346,126,372,126,372,141,346,141
374,126,400,126,400,144,374,144
525,126,549,126,549,142,525,142
257,128,278,128,278,144,257,144
552,128,578,128,578,144,552,144
584,129,602,129,602,146,584,146
608,129,636,129,636,146,608,146
637,129,656,129,656,148,637,148
657,129,678,129,678,149,657,149
710,128,733,128,733,149,710,149
736,129,758,129,758,149,736,149
889,128,912,128,912,150,889,150
682,130,710,130,710,149,682,149
758,130,776,130,776,152,758,152
776,129,802,129,802,152,776,152
805,130,822,130,822,150,805,150
869,130,890,130,890,150,869,150
825,132,852,132,852,150,825,150
852,132,869,132,869,152,852,152
913,132,937,132,937,153,913,153
938,133,964,133,964,150,938,150
966,133,1004,133,1004,150,966,150
1008,133,1030,133,1030,150,1008,150
1032,133,1057,133,1057,150,1032,150
1089,133,1117,133,1117,148,1089,148
1121,133,1144,133,1144,152,1121,152
1146,133,1166,133,1166,157,1146,157
1168,134,1180,134,1180,150,1168,150
1188,134,1212,134,1212,152,1188,152
1213,134,1225,134,1225,150,1213,150
582,146,598,146,598,158,582,158
78,162,108,162,108,193,78,193
128,174,157,174,157,192,128,192
253,174,281,174,281,192,253,192
688,174,708,174,708,196,688,196
50,176,76,176,76,193,50,193
13,177,32,177,32,196,13,196
110,177,124,177,124,196,110,196
284,177,297,177,297,194,284,194
32,178,49,178,49,198,32,198
545,178,570,178,570,196,545,196
577,178,609,178,609,197,577,197
630,178,656,178,656,196,630,196
660,178,685,178,685,198,660,198
712,178,734,178,734,196,712,196
928,178,948,178,948,200,928,200
612,180,628,180,628,200,612,200
770,180,790,180,790,200,770,200
822,180,844,180,844,197,822,197
848,180,870,180,870,198,848,198
968,180,990,180,990,200,968,200
872,181,901,181,901,197,872,197
904,181,926,181,926,198,904,198
950,182,966,182,966,202,950,202
997,182,1022,182,1022,197,997,197
1028,182,1050,182,1050,201,1028,201
1053,182,1082,182,1082,208,1053,208
1085,182,1102,182,1102,202,1085,202
1106,182,1124,182,1124,196,1106,196
