638,35,728,35,728,71,638,71
881,44,935,44,935,80,881,80
1168,44,1222,44,1222,89,1168,89
1222,53,1258,53,1258,116,1222,116
1735,53,1807,53,1807,89,1735,89
1897,53,1969,53,1969,89,1897,89
3201,53,3255,53,3255,107,3201,107
3255,53,3309,53,3309,116,3255,116
3965,53,4082,53,4082,98,3965,98
5089,53,5134,53,5134,116,5089,116
5251,53,5341,53,5341,116,5251,116
5332,53,5386,53,5386,116,5332,116
5395,53,5458,53,5458,116,5395,116
4774,62,4837,62,4837,116,4774,116
3390,71,3453,71,3453,107,3390,107
4442,71,4496,71,4496,116,4442,116
4639,71,4711,71,4711,98,4639,98
4846,71,4918,71,4918,143,4846,143
4927,71,5035,71,5035,107,4927,107
5134,71,5188,71,5188,125,5134,125
5188,71,5251,71,5251,116,5188,116
2005,134,2050,134,2050,206,2005,206
2059,134,2113,134,2113,197,2059,197
674,143,746,143,746,170,674,170
1007,143,1061,143,1061,179,1007,179
5242,143,5296,143,5296,215,5242,215
1393,152,1447,152,1447,179,1393,179
1681,152,1735,152,1735,188,1681,188
1960,152,2005,152,2005,206,1960,206
5116,152,5170,152,5170,215,5116,215
2310,161,2364,161,2364,197,2310,197
2409,161,2517,161,2517,197,2409,197
4356,171,4439,157,4446,197,4363,210
3237,170,3318,170,3318,215,3237,215
3309,170,3381,170,3381,206,3309,206
3596,170,3650,170,3650,215,3596,215
3938,170,3992,170,3992,215,3938,215
4639,170,4693,170,4693,215,4639,215
5170,170,5242,170,5242,215,5170,215
5296,170,5395,170,5395,224,5296,224
5026,179,5071,179,5071,242,5026,242
5071,179,5107,179,5107,251,5071,251
5395,179,5449,179,5449,251,5395,251
989,233,1034,233,1034,287,989,287
1483,233,1546,233,1546,296,1483,296
1672,233,1735,233,1735,296,1672,296
800,242,908,242,908,278,800,278
1532,252,1606,237,1614,277,1540,292
1079,251,1133,251,1133,287,1079,287
1348,251,1402,251,1402,287,1348,287
3129,251,3165,251,3165,305,3129,305
1726,260,1789,260,1789,287,1726,287
1861,260,1924,260,1924,287,1861,287
1933,260,2005,260,2005,305,1933,305
2005,260,2068,260,2068,287,2005,287
3075,260,3129,260,3129,314,3075,314
3228,260,3309,260,3309,314,3228,314
3614,260,3695,260,3695,314,3614,314
3848,260,3902,260,3902,305,3848,305
3165,269,3228,269,3228,314,3165,314
3390,269,3444,269,3444,341,3390,341
5323,269,5377,269,5377,323,5323,323
3992,278,4046,278,4046,305,3992,305
4379,278,4460,278,4460,323,4379,323
629,350,692,350,692,413,629,413
1088,350,1168,350,1168,404,1088,404
1195,350,1249,350,1249,395,1195,395
1411,359,1447,359,1447,413,1411,413
1870,359,1933,359,1933,395,1870,395
3785,359,3857,359,3857,404,3785,404
3929,359,3983,359,3983,413,3929,413
2140,368,2194,368,2194,440,2140,440
3147,368,3210,368,3210,440,3147,440
3210,368,3327,368,3327,422,3210,422
3327,368,3381,368,3381,422,3327,422
4711,368,4792,368,4792,404,4711,404
4954,368,5026,368,5026,404,4954,404
3066,377,3120,377,3120,440,3066,440
3426,377,3533,377,3533,413,3426,413
3542,377,3596,377,3596,431,3542,431
3587,377,3632,377,3632,440,3587,440
4235,377,4289,377,4289,422,4235,422
4469,377,4523,377,4523,413,4469,413
5233,377,5287,377,5287,422,5233,422
