240,6,261,6,261,37,240,37
54,16,64,16,64,36,54,36
430,16,452,16,452,50,430,50
192,16,214,16,214,41,192,41
62,18,88,18,88,37,62,37
92,18,121,18,121,37,92,37
122,18,138,18,138,40,122,40
549,18,569,18,569,52,549,52
13,20,32,20,32,37,13,37
138,20,164,20,164,38,138,38
165,20,192,20,192,41,165,41
216,20,240,20,240,40,216,40
267,19,302,21,301,40,265,38
409,18,434,18,434,45,409,45
386,22,406,22,406,44,386,44
452,22,465,22,465,44,452,44
565,20,604,20,604,57,565,57
688,21,710,21,710,44,688,44
305,22,333,22,333,54,305,54
334,22,357,22,357,45,334,45
356,22,380,22,380,54,356,54
472,24,497,24,497,42,472,42
525,22,550,22,550,48,525,48
605,22,637,22,637,46,605,46
497,24,524,24,524,62,497,62
640,25,662,25,662,45,640,45
664,25,688,25,688,45,664,45
786,24,813,24,813,53,786,53
714,26,744,26,744,44,714,44
745,26,764,26,764,45,745,45
765,26,789,26,789,48,765,48
858,25,896,25,896,56,858,56
901,29,938,29,938,49,901,49
832,29,857,29,857,61,832,61
941,29,988,29,988,62,941,62
989,32,1006,32,1006,54,989,54
1005,30,1030,30,1030,54,1005,54
1052,32,1080,32,1080,50,1052,50
1109,30,1132,30,1132,53,1109,53
1030,33,1048,33,1048,54,1030,54
1085,33,1109,33,1109,44,1085,44
1158,33,1180,33,1180,53,1158,53
1248,33,1262,33,1262,52,1248,52
1181,34,1204,34,1204,54,1181,54
1205,34,1220,34,1220,54,1205,54
1221,34,1248,34,1248,53,1221,53
1137,36,1150,36,1150,52,1137,52
56,68,74,68,74,84,56,84
76,68,97,68,97,85,76,85
97,68,117,68,117,86,97,86
118,68,144,68,144,85,118,85
162,68,181,68,181,86,162,86
144,69,161,69,161,85,144,85
197,69,217,69,217,88,197,88
180,70,197,70,197,90,180,90
241,70,261,70,261,89,241,89
334,70,356,70,356,88,334,88
260,70,281,70,281,94,260,94
360,72,380,72,380,84,360,84
384,72,404,72,404,88,384,88
409,72,433,72,433,86,409,86
437,72,464,72,464,104,437,104
465,73,484,73,484,105,465,105
645,73,669,73,669,90,645,90
320,74,332,74,332,100,320,100
549,74,568,74,568,94,549,94
605,74,629,74,629,92,605,92
628,74,642,74,642,93,628,93
669,74,682,74,682,88,669,88
686,74,710,74,710,93,686,93
570,76,592,76,592,108,570,108
590,76,605,76,605,101,590,101
712,76,732,76,732,105,712,105
792,76,817,76,817,94,792,94
746,76,790,76,790,106,746,106
822,77,846,77,846,92,822,92
930,77,954,77,954,98,930,98
1080,77,1098,77,1098,97,1080,97
516,78,533,78,533,100,516,100
732,78,746,78,746,105,732,105
893,80,904,80,904,89,893,89
1145,78,1164,78,1164,98,1145,98
1026,81,1034,81,1034,94,1026,94
1032,80,1049,80,1049,96,1032,96
1053,80,1073,80,1073,96,1053,96
1098,81,1112,81,1112,100,1098,100
1164,81,1186,81,1186,97,1164,97
992,82,1009,82,1009,112,992,112
1009,82,1022,82,1022,108,1009,108
1114,82,1140,82,1140,101,1114,101
1228,82,1242,82,1242,97,1228,97
1240,82,1252,82,1252,98,1240,98
1250,84,1261,84,1261,98,1250,98
389,90,404,90,404,97,389,97
49,96,72,96,72,128,49,128
196,100,226,100,226,141,196,141
293,109,312,109,312,137,293,137
72,112,85,112,85,130,72,130
152,112,172,112,172,132,152,132
172,112,196,112,196,132,172,132
13,113,42,113,42,126,13,126
88,113,108,113,108,132,88,132
108,113,121,113,121,133,108,133
125,113,149,113,149,130,125,130
226,112,253,112,253,134,226,134
253,112,276,112,276,140,253,140
276,113,293,113,293,134,276,134
333,114,352,114,352,132,333,132
428,114,446,114,446,137,428,137
354,116,376,116,376,132,354,132
376,117,401,117,401,132,376,132
405,117,425,117,425,134,405,134
446,117,460,117,460,137,446,137
464,117,485,117,485,134,464,134
546,117,569,117,569,136,546,136
570,117,590,117,590,136,570,136
489,118,513,118,513,134,489,134
517,117,545,117,545,146,517,146
634,118,653,118,653,137,634,137
592,120,605,120,605,137,592,137
608,120,633,120,633,137,608,137
656,121,665,121,665,134,656,134
662,120,680,120,680,137,662,137
680,120,706,120,706,136,680,136
753,120,772,120,772,137,753,137
773,122,786,122,786,136,773,136
796,122,816,122,816,136,796,136
865,122,886,122,886,141,865,141
734,124,753,124,753,137,734,137
837,124,860,124,860,138,837,138
1054,124,1074,124,1074,145,1054,145
1120,124,1140,124,1140,145,1120,145
821,125,834,125,834,140,821,140
926,125,945,125,945,142,926,142
977,125,996,125,996,142,977,142
1001,125,1026,125,1026,144,1001,144
1026,124,1050,124,1050,153,1026,153
912,126,924,126,924,141,912,141
1076,126,1092,126,1092,146,1076,146
1092,126,1117,126,1117,145,1092,145
1140,126,1162,126,1162,145,1140,145
1164,126,1192,126,1192,145,1164,145
1194,129,1216,129,1216,148,1194,148
1217,129,1249,129,1249,144,1217,144
1250,129,1262,129,1262,144,1250,144
182,152,204,152,204,186,182,186
110,153,134,153,134,181,110,181
66,156,86,156,86,177,66,177
345,156,365,156,365,186,345,186
86,156,109,156,109,177,86,177
136,157,157,157,157,188,136,188
158,156,181,156,181,182,158,182
300,160,324,160,324,178,300,178
222,160,245,160,245,194,222,194
262,161,278,161,278,176,262,176
278,161,297,161,297,177,278,177
326,161,344,161,344,180,326,180
245,162,258,162,258,188,245,188
490,164,513,164,513,184,490,184
424,165,458,165,458,182,424,182
705,164,728,164,728,186,705,186
461,165,486,165,486,194,461,194
580,166,604,166,604,185,580,185
606,166,629,166,629,185,606,185
630,166,652,166,652,186,630,186
653,166,680,166,680,185,653,185
681,166,704,166,704,186,681,186
774,166,794,166,794,185,774,185
517,168,538,168,538,196,517,196
541,168,562,168,562,186,541,186
564,168,577,168,577,186,564,186
729,168,748,168,748,186,729,186
749,168,773,168,773,185,749,185
796,168,820,168,820,188,796,188
824,168,848,168,848,186,824,186
848,166,872,166,872,188,848,188
876,169,896,169,896,188,876,188
1196,170,1216,170,1216,190,1196,190
1017,174,1041,174,1041,190,1017,190
1042,174,1066,174,1066,192,1042,192
1069,174,1089,174,1089,193,1069,193
1089,174,1109,174,1109,193,1089,193
1133,174,1156,174,1156,193,1133,193
1173,174,1194,174,1194,193,1173,193
1244,174,1261,174,1261,192,1244,192
1110,176,1132,176,1132,193,1110,193
1156,176,1170,176,1170,193,1156,193
1218,176,1241,176,1241,193,1218,193
